user,gender,dob,height_cm,weight_kg,currentlocation,sweats,coldhf,exercise
qF6038yJ,F,1970/02/14,170,63.6,"Otavalo, Ecuador",N,N,Never
mT3854Pe,F,1968/03/24,157,64.1,"Salta, Argentina",N,Y,Never
Yy8302Dy,F,1963/09/22,160,58.9,"Quito, Ecuador",N,N,1 or 2 times per month
Sl8514aH,F,1966/01/24,170,83.8,"Madrid, Spain",N,Y,Never
oF1113Xs,F,1968/05/03,159,60.7,"Shanghai, China",N,Y,Never
Qt9617Cj,F,1967/09/17,169,82.8,"Busan, South Korea",Y,Y,Never
wE8506UL,F,1968/05/15,176,96.0,"Cartagena, Colombia",Y,Y,Never
Wm3469kV,F,1970/08/02,168,56.4,"Copenhagen, Denmark",N,N,Never
dw0608mi,F,1964/01/10,173,56.9,"Milan, Italy",N,N,Once per week
LD3958ip,F,1968/06/13,145,50.5,"Bariloche, Argentina",N,N,A couple of times per week
cX0353vo,F,1970/03/13,177,75.2,"Los Angeles, United States",N,N,Never
BJ7947bm,F,1967/12/19,166,63.4,"Warsaw, Poland",Y,Y,1 or 2 times per month
hJ0589Sv,F,1968/04/11,169,62.8,"Damascus, Syria",N,N,1 or 2 times per month
wZ7444MR,F,1969/11/29,174,78.7,"Giza, Egypt",N,Y,Never
UK5172mZ,F,1967/01/12,162,52.5,"Ahmedabad, India",Y,Y,Never
Lf0059yk,F,1967/02/18,169,60.0,"Algiers, Algeria",N,N,Never
LY3023sz,F,1971/07/29,164,61.9,"Antalya, Turkey",N,Y,Never
ns8801WB,F,1964/11/16,174,69.6,"Ibadan, Nigeria",N,Y,Never
Cc0752cK,F,1970/11/01,173,86.8,"Kumasi, Ghana",N,Y,Never
nj8951oj,F,1963/08/04,170,54.9,"Bariloche, Argentina",N,N,Never
eh4041iM,F,1967/08/17,175,58.2,"Mumbai, India",N,Y,1 or 2 times per month
Ty4288LS,F,1968/02/09,160,58.9,"Perth, Australia",N,Y,1 or 2 times per month
AU8146kn,F,1965/07/05,171,61.4,"Benin City, Nigeria",N,N,Never
PP8176je,F,1970/07/10,161,72.6,"Rome, Italy",N,Y,1 or 2 times per month
FV0215bE,F,1964/12/17,169,57.1,"Cali, Colombia",N,Y,1 or 2 times per month
Ct7497DV,F,1969/06/23,158,77.4,"Dublin, Ireland",Y,N,Once per week
YZ8915yR,F,1969/08/17,164,59.2,"Ushuaia, Argentina",N,N,Never
BB1784XJ,F,1963/02/07,155,57.7,"Durban, South Africa",N,N,Never
Wn4821ak,F,1966/05/18,162,60.4,"Brazzaville, DR Congo",N,Y,Never
Pr7502Zk,F,1963/07/26,174,60.6,"Dhaka, Bangladesh",N,N,Once per week
yc8035DR,F,1965/12/05,177,47.0,"Casablanca, Morocco",N,Y,Never
xD5823gA,F,1963/12/24,173,68.8,"El Calafate, Argentina",Y,Y,Never
lM3250ic,F,1964/04/08,157,46.8,"Auckland, New Zealand",Y,Y,1 or 2 times per month
Bh3119el,F,1967/12/12,175,67.4,"Karachi, Pakistan",N,Y,1 or 2 times per month
WF3909Fi,F,1972/01/31,170,54.9,"Saint Petersburg, Russia",N,Y,Never
oE0601IX,F,1969/03/26,162,65.6,"Taipei, Taiwan",N,Y,Never
Jk2253ZL,F,1969/09/15,171,61.4,"Milan, Italy",Y,Y,Never
Zk9771Lb,F,1971/01/24,164,56.5,"Istanbul, Turkey",Y,Y,1 or 2 times per month
bq1575Jm,F,1965/06/17,169,54.3,"Saint Petersburg, Russia",Y,Y,1 or 2 times per month
QB6300zq,F,1968/12/17,174,78.7,"Johannesburg, South Africa",N,N,1 or 2 times per month
lK1913tC,F,1964/03/29,169,77.1,"Jakarta, Indonesia",N,Y,1 or 2 times per month
ci3117zM,F,1967/12/29,174,51.5,"Bangkok, Thailand",N,Y,1 or 2 times per month
yk3531QY,F,1963/04/03,171,55.6,"Los Angeles, United States",Y,Y,1 or 2 times per month
IB7241WG,F,1965/02/24,167,66.9,"Toronto, Canada",N,Y,1 or 2 times per month
Ap9760Go,F,1966/12/22,167,61.4,"Mumbai, India",Y,N,1 or 2 times per month
UA2604jX,F,1969/02/23,172,76.9,"Taipei, Taiwan",Y,Y,Never
nF3799mC,F,1963/12/08,169,68.5,"Beirut, Lebanon",N,Y,1 or 2 times per month
IJ5840Rv,F,1966/08/31,171,67.3,"Istanbul, Turkey",N,Y,1 or 2 times per month
Lr9042vR,F,1971/05/08,171,58.5,"Istanbul, Turkey",Y,Y,Never
to8932OY,F,1962/10/21,167,64.1,"Frankfurt, Germany",Y,N,Never
sO7193cZ,F,1967/10/23,171,64.3,"Orlando, United States",Y,N,Once per week
dT8545Dh,F,1970/05/12,168,53.6,"Amsterdam, Netherlands",N,N,1 or 2 times per month
KR1869ez,F,1964/01/21,174,57.5,"Hyderabad, India",N,N,Never
Yj0195wM,F,1965/03/31,182,96.1,"Manila, Philippines",N,Y,Never
rf2055YA,F,1967/02/11,165,59.9,"Heraklion, Greece",N,Y,Never
Hd7331MH,F,1967/01/04,165,57.2,"Riyadh, Saudi Arabia",N,Y,Never
UD9857nF,F,1969/01/25,175,91.9,"Rio de Janeiro, Brazil",Y,Y,1 or 2 times per month
sF4884Cg,F,1964/09/18,172,59.2,"Ibadan, Nigeria",Y,Y,Once per week
rF6153wu,F,1963/07/22,170,63.6,"Budapest, Hungary",Y,Y,Never
ul9507fI,F,1969/01/13,168,67.7,"Yangon, Myanmar",N,Y,Never
zu3510HL,F,1968/11/23,161,57.0,"Vancouver, Canada",Y,N,Never
Rt3446oQ,F,1970/01/24,172,56.2,"Chattogram, Bangladesh",N,Y,Never
ky8912Xl,F,1964/01/31,157,46.8,"Surat, India",N,Y,Once per week
MC1658zV,F,1970/08/22,168,76.2,"Bamako, Mali",N,N,Never
dw6491jr,F,1965/01/09,169,65.7,"Dar es Salaam, Tanzania",Y,Y,1 or 2 times per month
qc7003Ck,F,1964/10/13,169,54.3,"Cali, Colombia",N,Y,1 or 2 times per month
af4121lP,F,1963/06/09,168,53.6,"Osaka, Japan",N,N,Never
iz0539cI,F,1970/11/06,170,66.5,"Phnom Penh, Cambodia",N,N,Never
ut6447MW,F,1962/10/27,167,58.6,"London, United Kingdom",Y,Y,1 or 2 times per month
aL0631LF,F,1969/07/11,183,70.3,"Cape Town, South Africa",N,N,Never
Jo9517Ph,F,1966/01/02,169,80.0,"Bogota, Colombia",N,N,1 or 2 times per month
jN2760rH,F,1970/10/26,169,65.7,"Soweto, South Africa",Y,N,1 or 2 times per month
uk6210DS,F,1969/12/29,173,59.9,"Jakarta, Indonesia",N,Y,Never
jc4908jy,F,1966/08/10,169,65.7,"Santiago, Chile",Y,N,Never
xO1520EH,F,1967/09/28,166,57.9,"Berlin, Germany",N,Y,Never
sX9288Ye,F,1967/07/18,173,80.8,"Khartoum, Sudan",Y,N,Never
EX8335Tb,F,1972/07/03,169,60.0,"Georgetown, Guyana",Y,Y,Never
Bb5053ki,F,1962/12/18,172,59.2,"Dubai, United Arab Emirates",N,Y,Never
sH0856Wh,F,1967/04/02,170,57.8,"Auckland, New Zealand",N,Y,Never
JD4769dH,F,1970/05/01,170,60.7,"Lahore, Pakistan",N,Y,Never
vk9914gT,F,1972/03/27,174,72.7,"Athens, Greece",N,N,Never
Ia7420ge,F,1962/12/19,170,72.2,"Brussels, Belgium",N,N,Never
bB9805cI,F,1965/06/30,172,71.0,"Pretoria, South Africa",Y,Y,1 or 2 times per month
IP3122Dz,F,1965/03/26,169,68.5,"Singapore, Singapore",Y,N,1 or 2 times per month
Ib4276Fe,F,1968/04/23,166,68.9,"Ushuaia, Argentina",N,N,1 or 2 times per month
Nn0583bb,F,1968/02/22,173,71.8,"Lagos, Nigeria",Y,N,1 or 2 times per month
hR3952HC,F,1964/06/06,171,67.3,"Las Vegas, United States",Y,Y,Never
TB6500sv,F,1968/11/08,163,58.5,"Chattogram, Bangladesh",N,Y,1 or 2 times per month
Vy5709VJ,F,1971/01/04,161,57.0,"Ibadan, Nigeria",N,Y,Never
Tm2660Nw,F,1963/01/14,164,53.8,"Cartagena, Colombia",N,Y,Never
aY3058GN,F,1969/07/11,169,60.0,"Budapest, Hungary",N,Y,Every other day
YM0275Wg,F,1965/08/30,169,60.0,"Addis Ababa, Ethiopia",N,Y,1 or 2 times per month
aC0459dX,F,1967/04/16,168,53.6,"Dublin, Ireland",N,Y,Never
Kt8544wv,F,1963/07/02,170,69.4,"Orlando, United States",N,Y,Never
xx1423fx,F,1964/10/23,167,61.4,"Heraklion, Greece",N,Y,1 or 2 times per month
fx9170dx,F,1965/04/26,171,58.5,"Istanbul, Turkey",N,N,Never
dB6813CJ,F,1967/04/09,177,90.9,"Mumbai, India",Y,N,Never
ok8584EN,F,1967/04/29,160,71.7,"El Calafate, Argentina",N,Y,1 or 2 times per month
Ge4059Jo,F,1972/01/14,169,60.0,"Harare, Zimbabwe",N,N,Never
gZ3210bl,F,1969/10/12,172,59.2,"Perth, Australia",N,N,Never
Hf8089Xw,F,1969/11/24,164,51.1,"Bengaluru, India",Y,Y,1 or 2 times per month
Qi7836ux,F,1968/09/27,169,57.1,"Soweto, South Africa",N,N,Never
hl3595JU,F,1963/09/16,147,43.2,"Dhaka, Bangladesh",Y,Y,1 or 2 times per month
Ik4360ie,F,1964/04/07,173,77.8,"Toronto, Canada",N,Y,Never
DN5827cI,F,1966/08/10,167,89.2,"Honolulu, United States",Y,Y,Never
RH1238Ri,F,1972/02/29,174,60.6,"Nairobi, Kenya",Y,Y,A couple of times per week
Jk1389gC,F,1966/12/23,169,68.5,"Yokohama, Japan",N,N,1 or 2 times per month
lU2405ii,F,1963/07/07,173,86.8,"Istanbul, Turkey",N,N,Never
aF9886gd,F,1965/10/16,166,77.2,"Montevideo, Uruguay",N,Y,Never
Xy4896ru,F,1971/09/17,174,72.7,"Bamako, Mali",N,Y,1 or 2 times per month
Pw1511eh,F,1967/05/22,174,66.6,"Nice, France",Y,Y,Once per week
XV5048Jv,F,1971/07/25,170,60.7,"Rome, Italy",N,N,Never
gi7187dE,F,1968/02/28,165,54.4,"Guayaquil, Ecuador",N,Y,1 or 2 times per month
wQ7539hc,F,1968/01/08,153,44.5,"Darwin, Australia",Y,Y,Once per week
TR2232Lo,F,1969/03/03,173,59.9,"Yangon, Myanmar",N,Y,Never
OP3327Lc,F,1968/03/04,186,72.7,"Hanoi, Vietnam",N,Y,1 or 2 times per month
Is1746Bm,F,1970/05/12,169,54.3,"Antalya, Turkey",Y,N,1 or 2 times per month
Kk4781qg,F,1966/09/01,172,65.1,"Otavalo, Ecuador",N,Y,Never
Mo7324CO,F,1969/05/20,175,61.2,"Karachi, Pakistan",Y,Y,Never
FQ8455bR,F,1970/10/03,158,59.9,"Bariloche, Argentina",N,N,1 or 2 times per month
fP9393dV,F,1971/06/17,167,55.8,"Bamako, Mali",N,Y,Never
XQ8499oV,F,1971/04/25,174,66.6,"Nairobi, Kenya",N,Y,Never
iF6457re,F,1971/12/31,166,60.6,"Madrid, Spain",N,N,Never
BR8552dh,F,1968/08/28,172,44.4,"Melbourne, Australia",N,Y,Never
jg8518Uy,F,1967/10/23,175,70.4,"Toronto, Canada",Y,Y,Never
FO2748Vb,F,1962/11/24,175,94.9,"Riyadh, Saudi Arabia",N,Y,1 or 2 times per month
Gj3857mZ,F,1972/08/02,167,58.6,"Pyongyang, North Korea",N,N,Once per week
Pj8156EL,F,1962/08/14,165,65.3,"Busan, South Korea",Y,Y,1 or 2 times per month
Ry2521iQ,F,1970/12/29,169,74.3,"Soweto, South Africa",Y,N,Never
YZ4746Rr,F,1971/12/27,170,57.8,"Giza, Egypt",Y,N,Never
gQ9485TY,F,1971/01/25,164,61.9,"Alexandria, Egypt",Y,N,Never
nd4291KJ,F,1965/11/18,164,51.1,"Cartagena, Colombia",N,Y,Never
VJ1893ux,F,1963/03/17,160,53.8,"Georgetown, Guyana",N,Y,Once per week
BU0954Pj,F,1965/06/10,159,55.6,"Giza, Egypt",N,N,1 or 2 times per month
bG7617jD,F,1963/02/21,160,61.4,"Pyongyang, North Korea",Y,Y,Never
JH7925hW,F,1965/07/26,169,54.3,"Honolulu, United States",N,Y,1 or 2 times per month
uk0347HF,F,1965/05/08,174,63.6,"Vienna, Austria",Y,N,Never
Ga8261ts,F,1971/01/20,176,71.2,"Orlando, United States",N,Y,1 or 2 times per month
Bw2197WA,F,1968/02/06,162,49.9,"Buenos Aires, Argentina",N,N,1 or 2 times per month
SS2169lD,F,1966/07/21,174,57.5,"Conakry, Guinea",Y,Y,1 or 2 times per month
cB6835jX,F,1969/07/02,174,63.6,"Kinshasa, Republic of the Congo",N,Y,1 or 2 times per month
Pc9357oT,F,1963/01/21,172,85.8,"Taipei, Taiwan",N,Y,Never
jV3667JB,F,1962/11/22,177,62.7,"Karachi, Pakistan",Y,Y,Never
Ft5012bZ,F,1964/09/14,160,74.2,"Durban, South Africa",Y,Y,Never
ng4154aX,F,1964/06/16,174,54.5,"Paris, France",N,Y,Never
vd9214MA,F,1965/05/05,171,70.2,"Arequipa, Peru",N,Y,Never
sm9630Pj,F,1971/05/20,174,69.6,"Athens, Greece",N,Y,Never
yq4371kS,F,1972/04/13,169,54.3,"Douala, Cameroon",N,N,Never
Ex2187Zc,F,1970/12/28,171,70.2,"Lagos, Nigeria",Y,Y,1 or 2 times per month
Dw4250Mo,F,1968/08/29,175,58.2,"Ushuaia, Argentina",N,Y,1 or 2 times per month
Zb9499UF,F,1969/08/24,164,67.2,"Pyongyang, North Korea",N,N,Once per week
dy4644Hm,F,1965/09/30,170,57.8,"Alexandria, Egypt",Y,Y,1 or 2 times per month
XA8652PP,F,1970/12/29,172,65.1,"Venice, Italy",N,Y,Never
Rn9834uV,F,1964/09/20,170,57.8,"Dublin, Ireland",N,Y,1 or 2 times per month
oL8647qG,F,1965/11/26,146,51.2,"Kabul, Afghanistan",N,N,Never
WW9638Au,F,1962/08/10,173,68.8,"Khartoum, Sudan",N,Y,1 or 2 times per month
cg4870bg,F,1960/03/21,172,68.0,"Orlando, United States",N,Y,Never
KP1719gH,F,1958/08/21,169,57.1,"Seoul, South Korea",Y,Y,Never
uc9857Ql,F,1959/11/12,161,59.6,"Istanbul, Turkey",Y,Y,Never
RT9990al,F,1958/09/11,174,57.5,"Las Vegas, United States",N,Y,Never
Ss4380MH,F,1961/06/02,174,60.6,"Bariloche, Argentina",N,Y,1 or 2 times per month
hh4270gU,F,1958/03/08,169,68.5,"Vienna, Austria",N,Y,Never
dJ1681Aj,F,1958/06/20,171,81.9,"Ahmedabad, India",N,Y,1 or 2 times per month
Ku0302XC,F,1961/01/27,169,71.4,"Santiago, Chile",N,Y,Never
qy4125MA,F,1961/05/26,169,62.8,"Chennai, India",Y,Y,Never
Lh1798NF,F,1957/12/22,151,52.4,"Durban, South Africa",N,Y,1 or 2 times per month
zB2791jK,F,1961/02/07,169,57.1,"Amsterdam, Netherlands",Y,Y,Never
Ko2395rI,F,1962/03/08,165,87.1,"Tokyo, Japan",N,Y,Never
XE0392OQ,F,1959/04/24,169,57.1,"Milan, Italy",N,N,1 or 2 times per month
jd3562tF,F,1959/01/23,169,62.8,"London, United Kingdom",Y,Y,Never
On8945sG,F,1962/01/03,175,58.2,"Rabat, Morocco",N,Y,Never
gp2285Bg,F,1959/08/16,175,70.4,"Bogota, Colombia",N,Y,1 or 2 times per month
oz4957XG,F,1961/07/06,158,47.4,"Rio de Janeiro, Brazil",N,N,1 or 2 times per month
Bx6254Zh,F,1962/04/05,166,71.6,"Cairo, Egypt",Y,Y,Never
sf6177pL,F,1960/11/01,164,83.4,"Istanbul, Turkey",N,Y,1 or 2 times per month
qZ7552xr,F,1960/09/22,174,84.8,"Brazzaville, DR Congo",N,Y,1 or 2 times per month
xC4717HQ,F,1957/08/30,176,71.2,"Guayaquil, Ecuador",N,Y,Never
gS9329Vq,F,1960/06/20,165,43.6,"Toronto, Canada",Y,Y,1 or 2 times per month
bd3657VX,F,1959/07/14,161,49.2,"Milan, Italy",N,N,1 or 2 times per month
vr3081FW,F,1960/06/27,168,62.1,"Dublin, Ireland",N,Y,Never
LK5110CU,F,1962/06/15,165,65.3,"Algiers, Algeria",Y,N,1 or 2 times per month
mQ4768Jx,F,1960/04/25,172,59.2,"Mogadishu, Somalia",Y,N,1 or 2 times per month
hw0538gX,F,1957/10/18,169,54.3,"Nice, France",Y,Y,Never
rb1466wj,F,1961/05/14,172,71.0,"Punta Arenas, Chile",N,N,1 or 2 times per month
Tq6902ix,F,1961/07/28,169,57.1,"Otavalo, Ecuador",N,N,Never
ic0534aJ,F,1962/02/18,196,88.4,"Osaka, Japan",N,Y,Never
La8932nY,F,1958/05/31,175,76.6,"Phnom Penh, Cambodia",Y,Y,1 or 2 times per month
iY5443aa,F,1962/07/20,164,61.9,"Barcelona, Spain",Y,Y,Never
RQ9286KK,F,1959/05/18,174,102.9,"Frankfurt, Germany",N,Y,Never
Xm6929Vv,F,1961/02/24,159,70.8,"Antalya, Turkey",N,Y,Never
Do7773zt,F,1958/09/06,175,61.2,"Camayenne, Guinea",N,Y,1 or 2 times per month
LJ6566hb,F,1957/10/30,173,56.9,"Valparaiso, Chile",Y,Y,Never
Qd5393dz,F,1958/01/31,171,70.2,"Brazzaville, DR Congo",N,Y,1 or 2 times per month
nV9175td,F,1959/10/23,169,74.3,"Barcelona, Spain",N,Y,1 or 2 times per month
id3558Al,F,1957/09/13,175,64.3,"Mexico City, Mexico",N,Y,1 or 2 times per month
aE3736GN,F,1962/06/19,169,97.1,"Athens, Greece",N,Y,1 or 2 times per month
yC8182eM,F,1960/01/02,176,58.9,"Frankfurt, Germany",N,N,Never
Wh5704FZ,F,1958/03/11,165,57.2,"Alexandria, Egypt",N,Y,Never
po6488jQ,F,1958/08/23,166,66.1,"Singapore, Singapore",Y,N,1 or 2 times per month
Xk3054Ys,F,1959/05/21,165,59.9,"Beirut, Lebanon",N,Y,A couple of times per week
FE4983Br,F,1960/07/05,172,68.0,"Singapore, Singapore",Y,Y,Never
aX5319ea,F,1961/05/01,167,75.3,"Istanbul, Turkey",N,N,Never
wA4858tj,F,1958/11/23,156,51.1,"Berlin, Germany",N,Y,1 or 2 times per month
TS0711XQ,F,1961/04/26,174,84.8,"Lagos, Nigeria",N,Y,1 or 2 times per month
Xi4442kz,F,1962/05/24,172,74.0,"Ahmedabad, India",N,N,1 or 2 times per month
CP8485dW,F,1961/11/14,170,54.9,"London, United Kingdom",N,Y,Never
xE9383aW,F,1958/03/23,173,65.8,"Bariloche, Argentina",N,Y,Never
Ui0198BF,F,1959/12/08,170,95.4,"Las Vegas, United States",N,Y,Never
ir2014eB,F,1961/04/19,165,51.7,"Canberra, Australia",N,N,Never
dw0089Fz,F,1962/08/02,173,65.8,"Karachi, Pakistan",N,N,1 or 2 times per month
RK1371kl,F,1959/04/11,168,62.1,"Mogadishu, Somalia",N,Y,Never
pl4064HY,F,1962/02/28,157,59.2,"Busan, South Korea",N,Y,1 or 2 times per month
LQ8039GQ,F,1961/11/14,167,55.8,"Kuala Lumpur, Malaysia",N,Y,Never
XZ7846bd,F,1959/09/11,173,62.9,"Dakar, Senegal",N,Y,1 or 2 times per month
ra3071AD,F,1959/12/13,167,55.8,"Otavalo, Ecuador",N,Y,1 or 2 times per month
TC7834wG,F,1959/09/13,170,66.5,"Port Harcourt, Nigeria",N,N,Never
bA1870vI,F,1958/05/16,170,63.6,"Cuenca, Ecuador",Y,Y,Never
Dk3776Dc,F,1960/02/19,174,81.7,"Cartagena, Colombia",Y,Y,1 or 2 times per month
sX6711np,F,1961/09/21,173,71.8,"Potosi, Bolivia",N,Y,Never
Gp7649Ia,F,1959/06/19,165,51.7,"Cusco, Peru",Y,Y,Never
QY7852GL,F,1959/12/14,173,50.9,"Florence, Italy",N,Y,1 or 2 times per month
YC9869MW,F,1959/11/09,174,72.7,"Frankfurt, Germany",N,Y,Never
de5691uO,F,1961/12/15,173,71.8,"Durban, South Africa",N,Y,Never
SE9214yw,F,1961/06/16,173,59.9,"Phnom Penh, Cambodia",N,Y,1 or 2 times per month
hh7174WM,F,1960/04/23,164,64.6,"Johannesburg, South Africa",Y,Y,1 or 2 times per month
mQ0866DM,F,1960/11/28,171,55.6,"Lubumbashi, Republic of the Congo",Y,Y,1 or 2 times per month
un2684UZ,F,1960/05/06,165,46.3,"Damascus, Syria",N,Y,Never
it6554aI,F,1962/02/28,169,54.3,"Christchurch, New Zealand",N,Y,Never
Su2422Yl,F,1958/09/15,176,71.2,"Conakry, Guinea",N,N,Never
CZ8469eV,F,1957/08/23,172,59.2,"Kampala, Uganda",N,N,Never
TR2832pu,F,1957/09/08,164,64.6,"Camayenne, Guinea",Y,Y,1 or 2 times per month
Ml4424wc,F,1961/10/29,179,60.9,"Dublin, Ireland",N,Y,1 or 2 times per month
fH0291Oy,F,1958/10/19,160,51.2,"Nice, France",N,Y,1 or 2 times per month
mc6526jV,F,1957/12/15,176,68.1,"Douala, Cameroon",N,N,Never
bB6820hY,F,1960/02/15,173,65.8,"Montevideo, Uruguay",N,Y,1 or 2 times per month
Bu4318RJ,F,1958/01/12,167,53.0,"Kabul, Afghanistan",N,Y,Never
Mp8200uT,F,1959/10/11,164,61.9,"Abidjan, Ivory Coast",N,Y,Never
Zh4374Yh,F,1960/08/12,167,53.0,"Antananarivo, Madagascar",Y,Y,Never
RF3418wt,F,1959/02/03,156,63.3,"Aleppo, Syria",N,Y,1 or 2 times per month
NX2294Yw,F,1961/10/09,148,41.6,"Singapore, Singapore",N,N,1 or 2 times per month
Go1669qB,F,1962/06/16,174,93.9,"Douala, Cameroon",N,Y,Never
cg6764Af,F,1958/09/27,165,57.2,"Abidjan, Ivory Coast",N,Y,1 or 2 times per month
bD6711zq,F,1961/02/28,175,70.4,"Chattogram, Bangladesh",Y,N,Never
qS3984mC,F,1958/06/13,168,84.7,"Rome, Italy",Y,Y,Never
Vk3686rQ,F,1961/08/20,179,51.3,"Santiago, Chile",N,Y,1 or 2 times per month
Aj3126nH,F,1961/09/08,167,58.6,"Nairobi, Kenya",N,Y,Never
Nv8492Zt,F,1959/08/11,171,70.2,"Cairo, Egypt",N,Y,Never
SL3488mR,F,1959/10/26,175,73.5,"Dublin, Ireland",N,N,Never
vP3549ab,F,1961/08/18,172,71.0,"Colonia del Sacramento, Uruguay",N,N,Never
pR3613ys,F,1960/08/31,173,65.8,"Chattogram, Bangladesh",N,N,Never
QI8047am,F,1958/07/09,150,45.0,"Berlin, Germany",Y,Y,Never
YT2834Dr,F,1958/06/17,175,70.4,"Osaka, Japan",N,Y,1 or 2 times per month
Yd2938mI,F,1960/06/23,172,62.1,"Hyderabad, India",N,N,Never
qN5991oX,F,1958/10/14,170,60.7,"Bogota, Colombia",N,Y,Never
pi7903Fw,F,1959/11/14,172,41.4,"Munich, Germany",N,N,Never
Nt7787AU,F,1961/05/29,169,68.5,"Guayaquil, Ecuador",Y,Y,1 or 2 times per month
PM8275Cw,F,1959/06/02,174,90.8,"Giza, Egypt",Y,N,1 or 2 times per month
Fc0925jg,F,1961/01/21,172,59.2,"Florence, Italy",Y,Y,1 or 2 times per month
Vh7158Uq,F,1959/02/21,171,58.5,"Copenhagen, Denmark",N,Y,Never
jn8768fd,F,1958/04/04,178,60.2,"Chattogram, Bangladesh",Y,Y,1 or 2 times per month
Yl1643BO,F,1962/07/05,169,54.3,"Munich, Germany",Y,Y,Never
xA8785UM,F,1960/10/31,167,61.4,"Soweto, South Africa",Y,N,Never
Hk5708jP,F,1958/03/21,169,62.8,"Kuala Lumpur, Malaysia",Y,Y,1 or 2 times per month
vE7858XN,F,1961/03/26,174,72.7,"Kuala Lumpur, Malaysia",N,N,1 or 2 times per month
jO4613ua,F,1957/10/19,147,36.7,"Riyadh, Saudi Arabia",N,N,Never
ff5912eF,F,1959/02/05,174,66.6,"Arequipa, Peru",N,N,1 or 2 times per month
nh0142rC,F,1959/02/06,174,60.6,"Ankara, Turkey",N,Y,1 or 2 times per month
Bt3839cr,F,1958/05/30,173,53.9,"Guayaquil, Ecuador",N,N,1 or 2 times per month
No1468WU,F,1958/09/22,171,64.3,"San Francisco, United States",N,N,1 or 2 times per month
TY5833xq,F,1958/11/29,153,56.2,"Johannesburg, South Africa",N,Y,Never
Uy2883Dh,F,1959/05/31,171,61.4,"Johannesburg, South Africa",N,Y,1 or 2 times per month
Pm4067MG,F,1960/01/12,168,84.7,"Moscow, Russia",Y,Y,Never
oU3214CZ,F,1957/11/24,170,52.0,"La Paz, Bolivia",Y,Y,Never
XC2287cW,F,1959/11/23,169,65.7,"Amsterdam, Netherlands",Y,Y,1 or 2 times per month
fI9993wB,F,1962/04/21,170,83.8,"Heraklion, Greece",Y,Y,1 or 2 times per month
RV3602Hm,F,1958/07/25,173,89.8,"Ushuaia, Argentina",N,Y,1 or 2 times per month
VQ6777uj,F,1961/06/03,159,53.1,"Frankfurt, Germany",N,Y,1 or 2 times per month
LI1408Yy,F,1958/11/22,172,68.0,"Antananarivo, Madagascar",N,Y,1 or 2 times per month
xg0724bf,F,1960/04/07,173,71.8,"La Paz, Bolivia",N,Y,Never
RV3709YZ,F,1959/05/09,171,58.5,"Bengaluru, India",Y,Y,1 or 2 times per month
OO2211qY,F,1959/04/23,165,51.7,"Aleppo, Syria",Y,Y,Never
yi4184HA,F,1960/10/11,167,94.8,"Budapest, Hungary",Y,N,1 or 2 times per month
Qn8274sQ,F,1958/03/01,175,58.2,"Camayenne, Guinea",N,N,Never
MI1088Ns,F,1958/11/02,167,53.0,"Karachi, Pakistan",N,N,1 or 2 times per month
nt7923ck,F,1958/04/07,168,50.8,"Lubumbashi, Republic of the Congo",N,Y,1 or 2 times per month
at6136Vf,F,1959/11/01,171,81.9,"Canberra, Australia",N,Y,1 or 2 times per month
ST4948Dw,F,1961/01/05,174,72.7,"Rome, Italy",N,Y,1 or 2 times per month
JR6585Vo,F,1959/04/08,174,60.6,"Cusco, Peru",N,Y,1 or 2 times per month
bg5418Tf,F,1961/05/20,169,80.0,"Yokohama, Japan",N,Y,Never
FY5986Yw,F,1960/06/06,173,71.8,"Athens, Greece",N,Y,Never
pW5457ON,F,1957/11/09,172,68.0,"Aleppo, Syria",N,Y,1 or 2 times per month
Pb3782kW,F,1961/03/07,174,78.7,"Copenhagen, Denmark",N,Y,Once per week
dT5621XT,F,1959/12/22,169,62.8,"Cusco, Peru",N,Y,Never
kI3344TG,F,1957/10/05,173,59.9,"Arequipa, Peru",N,Y,1 or 2 times per month
hR7176oj,F,1958/03/13,175,91.9,"Dhaka, Bangladesh",N,Y,1 or 2 times per month
tG5569gP,F,1961/08/23,172,62.1,"Kabul, Afghanistan",N,Y,1 or 2 times per month
rv5188XC,F,1958/08/14,168,79.0,"Rio de Janeiro, Brazil",N,Y,Never
yk9647yx,F,1958/04/22,165,59.9,"Cape Town, South Africa",N,Y,Never
jr0187DB,F,1959/01/20,175,88.8,"Kabul, Afghanistan",N,Y,Never
Mu5299Nd,F,1961/05/18,171,61.4,"Saint Petersburg, Russia",N,Y,1 or 2 times per month
RN8440FV,F,1960/08/27,166,57.9,"Karachi, Pakistan",N,Y,Never
QG0150vx,F,1961/04/01,178,66.5,"Milan, Italy",N,N,1 or 2 times per month
tN0074Nq,F,1958/09/20,172,62.1,"Durban, South Africa",N,Y,1 or 2 times per month
cg8587FT,F,1961/01/29,165,54.4,"Cairo, Egypt",N,Y,Never
nM5188UV,F,1959/02/13,165,65.3,"Venice, Italy",Y,Y,1 or 2 times per month
tb1335KA,F,1958/05/17,171,64.3,"Riyadh, Saudi Arabia",Y,N,Never
EJ1309uC,F,1962/06/05,170,57.8,"Soweto, South Africa",N,Y,Never
nq2596CV,F,1961/10/09,171,58.5,"Baghdad, Iraq",N,Y,Never
