user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,height_cm,weight_kg,genscore,agescore,bmiscore,citymorningscore,cityafternoonscore,citynightscore,sweatscore,coldhfscore,exercisescore,mymorningtemp,myafternoontemp,mynighttemp
Jn7596ST,M,1943-04-23,79,healthy,"Lima, Peru",Lima,Peru,N,Y,Never,184.0,67.7,1,-2,0,30.0,33.0,32.0,0,-2,0,27.0,30.0,29.0
bH7842AA,M,1936-07-08,86,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,Y,Never,184.0,88.0,1,-3,0,24.0,25.0,24.0,0,-2,0,20.0,21.0,20.0
Pe2235KO,M,1937-08-03,85,healthy,"Ibadan, Nigeria",Ibadan,Nigeria,N,Y,Never,176.0,86.7,1,-3,0,12.0,16.0,13.0,0,-2,0,8.0,12.0,9.0
cy3006er,M,1935-05-24,87,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,Never,181.0,95.0,1,-3,0,31.0,33.0,32.0,0,-2,0,27.0,29.0,28.0
qV5859hP,M,1943-09-23,78,healthy,"Mumbai, India",Mumbai,India,Y,Y,Never,176.0,65.0,1,-2,0,17.0,18.0,16.0,1,-2,0,15.0,16.0,14.0
Dh1979aR,M,1943-04-05,79,healthy,"Cancun, Mexico",Cancun,Mexico,N,Y,Never,181.0,78.6,1,-2,0,21.0,22.0,20.0,0,-2,0,18.0,19.0,17.0
ht1835KC,M,1935-03-22,87,healthy,"Accra, Ghana",Accra,Ghana,N,Y,Never,160.0,53.8,1,-3,0,30.0,31.0,29.0,0,-2,0,26.0,27.0,25.0
Ed4290Oh,M,1946-11-29,75,healthy,"Johannesburg, South Africa",Johannesburg,South Africa,N,Y,Never,179.0,73.7,1,-2,0,26.0,27.0,25.0,0,-2,0,23.0,24.0,22.0
DZ4546Es,M,1942-08-20,79,healthy,"Lahore, Pakistan",Lahore,Pakistan,N,Y,Never,169.0,68.5,1,-2,0,33.0,34.0,33.0,0,-2,0,30.0,31.0,30.0
qx7818OE,M,1944-10-13,77,healthy,"Chennai, India",Chennai,India,N,Y,Never,179.0,83.3,1,-2,0,32.0,35.0,34.0,0,-2,0,29.0,32.0,31.0
xF1678cp,M,1946-08-11,76,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,Y,Never,183.0,70.3,1,-2,0,22.0,23.0,20.0,0,-2,0,19.0,20.0,17.0
TX1613zH,M,1943-10-10,78,healthy,"Khartoum, Sudan",Khartoum,Sudan,N,Y,Never,175.0,67.4,1,-2,0,4.0,5.0,3.0,0,-2,0,1.0,2.0,0.0
vK6970Il,M,1940-06-29,82,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,Y,Never,184.0,64.3,1,-3,0,11.0,14.0,12.0,0,-2,0,7.0,10.0,8.0
In4956aW,M,1944-12-13,77,underweight,"Tehran, Iran",Tehran,Iran,N,N,Never,170.0,46.2,1,-2,-1,15.0,16.0,15.0,0,0,0,13.0,14.0,13.0
sD4900VM,M,1944-08-20,77,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,Y,Never,181.0,68.8,1,-2,0,30.0,31.0,28.0,0,-2,0,27.0,28.0,25.0
Lj9311zy,M,1936-11-22,85,healthy,"Bariloche, Argentina",Bariloche,Argentina,Y,Y,Never,180.0,68.0,1,-3,0,27.0,31.0,30.0,1,-2,0,24.0,28.0,27.0
Iu2743Sw,M,1942-06-27,80,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,N,Y,Never,182.0,112.6,1,-3,0,33.0,34.0,33.0,0,-2,0,29.0,30.0,29.0
JJ6284Rb,M,1940-06-07,82,healthy,"Algiers, Algeria",Algiers,Algeria,N,Y,Never,183.0,100.5,1,-3,0,25.0,28.0,25.0,0,-2,0,21.0,24.0,21.0
Ti8598Qn,M,1935-09-10,86,healthy,"Canberra, Australia",Canberra,Australia,N,Y,Never,181.0,68.8,1,-3,0,36.0,37.0,36.0,0,-2,0,32.0,33.0,32.0
Cj4903ld,M,1937-12-07,84,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,Y,Never,176.0,65.0,1,-3,0,4.0,7.0,5.0,0,-2,0,0.0,3.0,1.0
gS9982cf,M,1935-09-26,86,healthy,"Orlando, United States",Orlando,United States,N,Y,Never,168.0,59.3,1,-3,0,3.0,4.0,1.0,0,-2,0,-1.0,0.0,-3.0
Of1455ij,M,1938-09-05,83,healthy,"Ibadan, Nigeria",Ibadan,Nigeria,N,N,Never,183.0,80.4,1,-3,0,20.0,23.0,20.0,0,0,0,18.0,21.0,18.0
AD2402GN,M,1946-02-01,76,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,Never,184.0,64.3,1,-2,0,4.0,7.0,4.0,0,-2,0,1.0,4.0,1.0
WF3208yi,M,1944-05-21,78,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,Y,Y,Never,180.0,61.6,1,-2,0,21.0,24.0,23.0,1,-2,0,19.0,22.0,21.0
ot5068ek,M,1939-11-07,82,healthy,"Stockholm, Sweden",Stockholm,Sweden,Y,Y,Never,177.0,62.7,1,-3,0,33.0,35.0,33.0,1,-2,0,30.0,32.0,30.0
tI0119Zl,M,1939-12-10,82,healthy,"Los Angeles, United States",Los Angeles,United States,N,N,Never,188.0,106.0,1,-3,0,26.0,27.0,24.0,0,0,0,24.0,25.0,22.0
Rc2805nE,M,1940-03-03,82,healthy,"Florence, Italy",Florence,Italy,N,Y,Never,185.0,78.7,1,-3,0,27.0,28.0,26.0,0,-2,0,23.0,24.0,22.0
td1872DG,M,1939-01-07,83,healthy,"Rabat, Morocco",Rabat,Morocco,Y,Y,Never,178.0,76.0,1,-3,0,8.0,11.0,8.0,1,-2,0,5.0,8.0,5.0
zy6384vy,M,1938-06-17,84,healthy,"Giza, Egypt",Giza,Egypt,N,Y,Never,183.0,70.3,1,-3,0,14.0,17.0,15.0,0,-2,0,10.0,13.0,11.0
cC8392SZ,M,1945-01-04,77,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,Never,180.0,77.8,1,-2,0,27.0,28.0,26.0,0,-2,0,24.0,25.0,23.0
CA6219QI,M,1938-09-22,83,healthy,"Los Angeles, United States",Los Angeles,United States,Y,Y,Never,184.0,88.0,1,-3,0,16.0,17.0,15.0,1,-2,0,13.0,14.0,12.0
Nh7453QB,M,1941-11-23,80,healthy,"Brisbane, Australia",Brisbane,Australia,N,Y,Never,178.0,66.5,1,-3,0,16.0,17.0,15.0,0,-2,0,12.0,13.0,11.0
Sd7581KK,M,1938-02-27,84,healthy,"Beirut, Lebanon",Beirut,Lebanon,N,Y,Never,181.0,68.8,1,-3,0,20.0,23.0,20.0,0,-2,0,16.0,19.0,16.0
Kf0341bi,M,1942-02-03,80,healthy,"Bamako, Mali",Bamako,Mali,Y,Y,Never,171.0,93.6,1,-3,0,30.0,33.0,31.0,1,-2,0,27.0,30.0,28.0
Dl5309mG,M,1942-03-23,80,healthy,"Lahore, Pakistan",Lahore,Pakistan,Y,Y,Never,185.0,68.4,1,-3,0,15.0,17.0,15.0,1,-2,0,12.0,14.0,12.0
lq1272Bn,M,1937-12-12,84,underweight,"Orlando, United States",Orlando,United States,N,Y,Never,178.0,53.9,1,-3,-1,26.0,28.0,27.0,0,-2,0,21.0,23.0,22.0
yQ3584Rn,M,1944-08-10,78,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Never,165.0,59.9,1,-2,0,11.0,12.0,9.0,0,-2,0,8.0,9.0,6.0
WG8628aP,M,1941-10-07,80,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,N,Y,Never,184.0,67.7,1,-3,0,8.0,10.0,9.0,0,-2,0,4.0,6.0,5.0
wD8913nN,M,1941-06-29,81,healthy,"Salta, Argentina",Salta,Argentina,Y,Y,Never,179.0,70.5,1,-3,0,8.0,12.0,10.0,1,-2,0,5.0,9.0,7.0
lf7541qJ,M,1939-03-15,83,healthy,"Santiago, Chile",Santiago,Chile,N,Y,Never,180.0,64.8,1,-3,0,30.0,33.0,31.0,0,-2,0,26.0,29.0,27.0
wJ6702bR,M,1941-03-01,81,healthy,"Valparaiso, Chile",Valparaiso,Chile,N,Y,Never,182.0,96.1,1,-3,0,29.0,31.0,28.0,0,-2,0,25.0,27.0,24.0
wS9557xd,M,1942-04-11,80,healthy,"El Calafate, Argentina",El Calafate,Argentina,N,Y,Never,187.0,101.4,1,-3,0,8.0,9.0,7.0,0,-2,0,4.0,5.0,3.0
JI1828IV,M,1937-02-26,85,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,Y,Never,183.0,77.0,1,-3,0,5.0,7.0,4.0,0,-2,0,1.0,3.0,0.0
Do2284hi,M,1943-05-13,79,healthy,"Mumbai, India",Mumbai,India,Y,Y,Never,185.0,68.4,1,-2,0,-1.0,0.0,-1.0,1,-2,0,-3.0,-2.0,-3.0
Tu9080QN,M,1935-12-23,86,healthy,"Delhi, India",Delhi,India,Y,Y,Never,180.0,81.0,1,-3,0,21.0,25.0,22.0,1,-2,0,18.0,22.0,19.0
Qp8710Qp,M,1942-08-24,79,healthy,"Rabat, Morocco",Rabat,Morocco,N,Y,Never,185.0,106.1,1,-2,0,-2.0,0.0,-3.0,0,-2,0,-5.0,-3.0,-6.0
GT1915wM,M,1938-07-10,84,healthy,"Salta, Argentina",Salta,Argentina,Y,Y,Never,176.0,62.0,1,-3,0,-4.0,-1.0,-3.0,1,-2,0,-7.0,-4.0,-6.0
ea4942hx,M,1935-11-09,86,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Never,185.0,71.9,1,-3,0,28.0,30.0,27.0,0,-2,0,24.0,26.0,23.0
Lh1333JZ,M,1942-04-14,80,healthy,"Nairobi, Kenya",Nairobi,Kenya,Y,Y,Never,184.0,94.8,1,-3,0,11.0,15.0,13.0,1,-2,0,8.0,12.0,10.0
ud3018cx,M,1946-10-18,75,healthy,"Bariloche, Argentina",Bariloche,Argentina,N,Y,Never,180.0,77.8,1,-2,0,12.0,14.0,11.0,0,-2,0,9.0,11.0,8.0
ZX8100bd,M,1938-01-22,84,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,Y,Never,181.0,68.8,1,-3,0,5.0,7.0,5.0,0,-2,0,1.0,3.0,1.0
px4358xy,M,1938-08-12,83,healthy,"Venice, Italy",Venice,Italy,N,Y,Never,185.0,82.1,1,-3,0,4.0,5.0,3.0,0,-2,0,0.0,1.0,-1.0
Wt1975RM,M,1936-12-12,85,healthy,"Alexandria, Egypt",Alexandria,Egypt,N,Y,Never,170.0,69.4,1,-3,0,-4.0,-1.0,-2.0,0,-2,0,-8.0,-5.0,-6.0
pH3492ar,M,1937-08-26,84,healthy,"San Francisco, United States",San Francisco,United States,N,Y,Never,184.0,74.5,1,-3,0,-1.0,2.0,0.0,0,-2,0,-5.0,-2.0,-4.0
LX3932Zi,M,1935-04-05,87,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,Never,184.0,67.7,1,-3,0,0.0,3.0,0.0,0,-2,0,-4.0,-1.0,-4.0
NP2528FI,M,1938-08-23,83,healthy,"Antalya, Turkey",Antalya,Turkey,N,N,Never,177.0,97.1,1,-3,0,6.0,7.0,5.0,0,0,0,4.0,5.0,3.0
we9672pp,M,1940-06-23,82,healthy,"Baghdad, Iraq",Baghdad,Iraq,N,Y,Never,175.0,98.0,1,-3,0,22.0,23.0,22.0,0,-2,0,18.0,19.0,18.0
yz1040Wv,M,1945-12-06,76,healthy,"Hanoi, Vietnam",Hanoi,Vietnam,N,Y,Never,184.0,71.1,1,-2,0,10.0,13.0,11.0,0,-2,0,7.0,10.0,8.0
bh9094dt,M,1938-11-21,83,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,Y,Never,179.0,64.1,1,-3,0,4.0,7.0,4.0,0,-2,0,0.0,3.0,0.0
pJ9568yN,M,1945-03-08,77,healthy,"Taipei, Taiwan",Taipei,Taiwan,N,Y,Never,197.0,93.1,1,-2,0,31.0,35.0,34.0,0,-2,0,28.0,32.0,31.0
dj0724cR,M,1944-07-28,78,healthy,"Berlin, Germany",Berlin,Germany,N,Y,Never,172.0,56.2,1,-2,0,18.0,19.0,16.0,0,-2,0,15.0,16.0,13.0
yB7323MZ,M,1944-09-25,77,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,Y,Never,174.0,72.7,1,-2,0,8.0,10.0,8.0,0,-2,0,5.0,7.0,5.0
wi8401Qk,M,1946-01-23,76,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,N,Never,177.0,62.7,1,-2,0,22.0,26.0,23.0,0,0,0,21.0,25.0,22.0
Be6385pi,M,1943-01-13,79,healthy,"Osaka, Japan",Osaka,Japan,Y,Y,Never,190.0,65.0,1,-2,0,19.0,21.0,19.0,1,-2,0,17.0,19.0,17.0
mR3481lo,M,1944-05-19,78,healthy,"Buenos Aires, Argentina",Buenos Aires,Argentina,Y,Y,Never,178.0,76.0,1,-2,0,12.0,15.0,12.0,1,-2,0,10.0,13.0,10.0
iJ6300At,M,1945-09-30,76,healthy,"Bariloche, Argentina",Bariloche,Argentina,Y,N,Never,182.0,72.9,1,-2,0,8.0,11.0,10.0,1,0,0,8.0,11.0,10.0
QG4019Dg,M,1942-08-19,79,healthy,"Johannesburg, South Africa",Johannesburg,South Africa,Y,Y,Never,166.0,71.6,1,-2,0,10.0,11.0,9.0,1,-2,0,8.0,9.0,7.0
Ih6851cI,M,1947-04-04,75,healthy,"Tehran, Iran",Tehran,Iran,N,Y,Never,163.0,58.5,1,-2,0,25.0,26.0,23.0,0,-2,0,22.0,23.0,20.0
Tc8867vM,M,1945-07-28,77,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,Y,Never,172.0,65.1,1,-2,0,2.0,5.0,4.0,0,-2,0,-1.0,2.0,1.0
nf2530YO,M,1937-06-20,85,healthy,"Abidjan, Ivory Coast",Abidjan,Ivory Coast,Y,Y,Never,177.0,68.9,1,-3,0,24.0,27.0,26.0,1,-2,0,21.0,24.0,23.0
yv4894Za,M,1938-03-08,84,underweight,"Taipei, Taiwan",Taipei,Taiwan,N,Y,Never,178.0,57.0,1,-3,-1,22.0,26.0,24.0,0,-2,0,17.0,21.0,19.0
jr1287kF,M,1936-12-09,85,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,Y,Never,181.0,72.1,1,-3,0,26.0,28.0,25.0,0,-2,0,22.0,24.0,21.0
xx0449CX,M,1941-11-20,80,healthy,"Alexandria, Egypt",Alexandria,Egypt,Y,Y,Never,178.0,76.0,1,-3,0,2.0,5.0,4.0,1,-2,0,-1.0,2.0,1.0
Fn8277yf,M,1937-02-11,85,healthy,"Vienna, Austria",Vienna,Austria,N,Y,Never,178.0,76.0,1,-3,0,32.0,35.0,33.0,0,-2,0,28.0,31.0,29.0
Yi5995Jq,M,1945-11-03,76,healthy,"Alexandria, Egypt",Alexandria,Egypt,N,Y,Never,183.0,73.7,1,-2,0,3.0,6.0,4.0,0,-2,0,0.0,3.0,1.0
YJ5807so,M,1944-05-30,78,healthy,"Nairobi, Kenya",Nairobi,Kenya,Y,Y,Never,175.0,58.2,1,-2,0,30.0,32.0,29.0,1,-2,0,28.0,30.0,27.0
Kt8872Pa,M,1947-04-12,75,healthy,"Manila, Philippines",Manila,Philippines,N,Y,Never,188.0,91.9,1,-2,0,29.0,31.0,29.0,0,-2,0,26.0,28.0,26.0
gf3370be,M,1937-09-15,84,healthy,"Auckland, New Zealand",Auckland,New Zealand,N,Y,Never,178.0,79.2,1,-3,0,29.0,32.0,30.0,0,-2,0,25.0,28.0,26.0
ot5104Vu,M,1943-10-10,78,healthy,"Douala, Cameroon",Douala,Cameroon,N,Y,Never,183.0,90.4,1,-2,0,19.0,20.0,18.0,0,-2,0,16.0,17.0,15.0
jn7663Ar,M,1939-03-20,83,healthy,"Dublin, Ireland",Dublin,Ireland,N,Y,Never,178.0,88.7,1,-3,0,4.0,8.0,7.0,0,-2,0,0.0,4.0,3.0
sM7356Qd,M,1946-10-13,75,healthy,"Bariloche, Argentina",Bariloche,Argentina,N,Y,Never,184.0,81.3,1,-2,0,24.0,28.0,25.0,0,-2,0,21.0,25.0,22.0
vt6731Ze,M,1939-11-24,82,healthy,"Bengaluru, India",Bengaluru,India,Y,Y,Never,177.0,90.9,1,-3,0,-4.0,0.0,-2.0,1,-2,0,-7.0,-3.0,-5.0
xb5192Qj,M,1942-08-15,79,healthy,"Bengaluru, India",Bengaluru,India,N,Y,Never,167.0,55.8,1,-2,0,33.0,36.0,34.0,0,-2,0,30.0,33.0,31.0
dq6583SJ,M,1936-07-22,86,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,Y,Never,182.0,79.5,1,-3,0,28.0,32.0,30.0,0,-2,0,24.0,28.0,26.0
kM9686bs,M,1939-03-23,83,healthy,"Los Angeles, United States",Los Angeles,United States,Y,Y,Never,180.0,94.0,1,-3,0,21.0,25.0,22.0,1,-2,0,18.0,22.0,19.0
mr0827vU,M,1938-08-21,83,healthy,"Nice, France",Nice,France,N,Y,Never,178.0,76.0,1,-3,0,28.0,31.0,28.0,0,-2,0,24.0,27.0,24.0
Ec5881NI,M,1938-12-12,83,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,Y,Never,181.0,91.7,1,-3,0,12.0,14.0,11.0,0,-2,0,8.0,10.0,7.0
cW7656qB,M,1940-06-19,82,underweight,"Seoul, South Korea",Seoul,South Korea,Y,Y,Never,190.0,61.4,1,-3,-1,26.0,29.0,28.0,1,-2,0,22.0,25.0,24.0
Gm5134qI,M,1937-03-19,85,healthy,"Mexico City, Mexico",Mexico City,Mexico,N,Y,Never,179.0,73.7,1,-3,0,-1.0,2.0,0.0,0,-2,0,-5.0,-2.0,-4.0
AE1303qG,M,1945-10-17,76,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,Y,Never,183.0,77.0,1,-2,0,-3.0,1.0,-1.0,0,-2,0,-6.0,-2.0,-4.0
ol2855mF,M,1947-05-10,75,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,N,Y,Never,179.0,70.5,1,-2,0,27.0,31.0,30.0,0,-2,0,24.0,28.0,27.0
ZK8917DE,M,1941-07-10,81,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,Y,Never,179.0,57.7,1,-3,0,21.0,22.0,20.0,0,-2,0,17.0,18.0,16.0
fQ9064uk,M,1937-10-30,84,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,N,Y,Never,185.0,71.9,1,-3,0,1.0,3.0,0.0,0,-2,0,-3.0,-1.0,-4.0
zf8395Ph,M,1945-02-10,77,healthy,"Warsaw, Poland",Warsaw,Poland,N,Y,Never,176.0,58.9,1,-2,0,21.0,22.0,20.0,0,-2,0,18.0,19.0,17.0
AY5144OX,M,1941-02-03,81,healthy,"Osaka, Japan",Osaka,Japan,N,Y,Never,167.0,64.1,1,-3,0,14.0,16.0,13.0,0,-2,0,10.0,12.0,9.0
cP1397Ll,M,1939-03-11,83,healthy,"Hanoi, Vietnam",Hanoi,Vietnam,N,Y,Never,176.0,74.3,1,-3,0,7.0,8.0,7.0,0,-2,0,3.0,4.0,3.0
kY0233jf,M,1939-12-07,82,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,N,Y,Never,176.0,89.8,1,-3,0,7.0,9.0,6.0,0,-2,0,3.0,5.0,2.0
dt8936MR,M,1943-07-19,79,healthy,"Rabat, Morocco",Rabat,Morocco,Y,Y,Never,184.0,67.7,1,-2,0,16.0,18.0,17.0,1,-2,0,14.0,16.0,15.0
Lr3522Og,M,1947-01-27,75,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,N,Never,169.0,57.1,1,-2,0,16.0,17.0,16.0,0,0,0,15.0,16.0,15.0
VK4917Ji,M,1938-09-01,83,healthy,"Berlin, Germany",Berlin,Germany,N,Y,Never,183.0,73.7,1,-3,0,7.0,9.0,7.0,0,-2,0,3.0,5.0,3.0
GA4458VW,M,1935-04-04,87,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,N,Y,Never,185.0,82.1,1,-3,0,4.0,7.0,4.0,0,-2,0,0.0,3.0,0.0
bF9151ce,M,1935-05-15,87,underweight,"Khartoum, Sudan",Khartoum,Sudan,N,Y,Never,182.0,43.1,1,-3,-1,21.0,23.0,22.0,0,-2,0,16.0,18.0,17.0
Zy9120EI,M,1935-03-15,87,healthy,"Algiers, Algeria",Algiers,Algeria,Y,Y,Never,176.0,83.6,1,-3,0,24.0,26.0,23.0,1,-2,0,21.0,23.0,20.0
hX3541NX,M,1938-04-16,84,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Never,174.0,99.9,1,-3,0,23.0,27.0,25.0,0,-2,0,19.0,23.0,21.0
eu5468nn,M,1945-06-17,77,healthy,"Soweto, South Africa",Soweto,South Africa,N,Y,Never,183.0,67.0,1,-2,0,36.0,37.0,35.0,0,-2,0,33.0,34.0,32.0
Wi0404Ix,M,1939-02-11,83,healthy,"Cape Town, South Africa",Cape Town,South Africa,N,N,Never,174.0,72.7,1,-3,0,30.0,31.0,29.0,0,0,0,28.0,29.0,27.0
jG2332qL,M,1938-01-08,84,healthy,"Chattogram, Bangladesh",Chattogram,Bangladesh,N,Y,Never,178.0,88.7,1,-3,0,19.0,21.0,18.0,0,-2,0,15.0,17.0,14.0
re6178Yx,M,1939-08-20,82,healthy,"Shanghai, China",Shanghai,China,N,Y,Never,175.0,85.8,1,-3,0,2.0,6.0,4.0,0,-2,0,-2.0,2.0,0.0
ZP1935MC,M,1936-07-13,86,healthy,"Kampala, Uganda",Kampala,Uganda,N,Y,Never,180.0,87.5,1,-3,0,5.0,7.0,5.0,0,-2,0,1.0,3.0,1.0
Tw1636hu,M,1935-04-05,87,healthy,"Delhi, India",Delhi,India,N,Y,Never,176.0,71.2,1,-3,0,-4.0,-1.0,-2.0,0,-2,0,-8.0,-5.0,-6.0
DT5146tX,M,1941-05-23,81,underweight,"Durban, South Africa",Durban,South Africa,Y,Y,Never,181.0,55.7,1,-3,-1,31.0,32.0,31.0,1,-2,0,27.0,28.0,27.0
yQ4023eO,M,1945-07-17,77,healthy,"Rhodes, Greece",Rhodes,Greece,Y,Y,Never,182.0,76.2,1,-2,0,0.0,2.0,-1.0,1,-2,0,-2.0,0.0,-3.0
lS1388kp,M,1946-03-31,76,healthy,"Budapest, Hungary",Budapest,Hungary,N,Y,Never,175.0,73.5,1,-2,0,16.0,19.0,18.0,0,-2,0,13.0,16.0,15.0
Xt1436Hk,M,1946-12-28,75,healthy,"Durban, South Africa",Durban,South Africa,N,Y,Never,177.0,72.1,1,-2,0,-4.0,-1.0,-2.0,0,-2,0,-7.0,-4.0,-5.0
Fl6629by,M,1939-05-20,83,healthy,"Pretoria, South Africa",Pretoria,South Africa,N,Y,Never,180.0,71.3,1,-3,0,17.0,21.0,19.0,0,-2,0,13.0,17.0,15.0
UB7649FJ,M,1944-09-24,77,healthy,"Jeddah, Saudi Arabia",Jeddah,Saudi Arabia,N,Y,Never,165.0,68.1,1,-2,0,35.0,36.0,35.0,0,-2,0,32.0,33.0,32.0
QU5870PA,M,1947-02-20,75,healthy,"Sucre, Bolivia",Sucre,Bolivia,N,Y,Never,170.0,75.1,1,-2,0,4.0,8.0,7.0,0,-2,0,1.0,5.0,4.0
BB4446cv,M,1936-04-26,86,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,Y,Never,181.0,88.5,1,-3,0,25.0,26.0,24.0,0,-2,0,21.0,22.0,20.0
aT5987hi,M,1935-11-30,86,healthy,"Cartagena, Colombia",Cartagena,Colombia,Y,Y,Never,180.0,64.8,1,-3,0,34.0,35.0,34.0,1,-2,0,31.0,32.0,31.0
op7191fP,M,1944-04-15,78,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,N,Y,Never,185.0,78.7,1,-2,0,18.0,21.0,19.0,0,-2,0,15.0,18.0,16.0
du5224KH,M,1943-07-14,79,healthy,"Delhi, India",Delhi,India,N,Y,Never,177.0,68.9,1,-2,0,14.0,17.0,14.0,0,-2,0,11.0,14.0,11.0
yY4463nV,M,1945-11-24,76,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,Y,Never,184.0,77.9,1,-2,0,21.0,22.0,20.0,0,-2,0,18.0,19.0,17.0
kL0900Of,M,1944-05-30,78,healthy,"Canberra, Australia",Canberra,Australia,N,Y,Never,171.0,58.5,1,-2,0,32.0,34.0,31.0,0,-2,0,29.0,31.0,28.0
EY3052WB,M,1935-12-09,86,healthy,"Budapest, Hungary",Budapest,Hungary,N,Y,Never,175.0,70.4,1,-3,0,-1.0,1.0,-2.0,0,-2,0,-5.0,-3.0,-6.0
bW0066ow,M,1942-07-05,80,healthy,"Sucre, Bolivia",Sucre,Bolivia,Y,Y,Never,177.0,68.9,1,-3,0,26.0,28.0,25.0,1,-2,0,23.0,25.0,22.0
kX4532fh,M,1946-02-04,76,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,Y,Never,179.0,57.7,1,-2,0,3.0,5.0,3.0,0,-2,0,0.0,2.0,0.0
Bm1846BD,M,1940-02-16,82,healthy,"Lahore, Pakistan",Lahore,Pakistan,Y,Y,Never,181.0,78.6,1,-3,0,1.0,5.0,3.0,1,-2,0,-2.0,2.0,0.0
eC7147MQ,M,1937-04-08,85,healthy,"Istanbul, Turkey",Istanbul,Turkey,N,Y,Never,168.0,56.4,1,-3,0,-1.0,1.0,-1.0,0,-2,0,-5.0,-3.0,-5.0
qb0536Bw,M,1946-02-20,76,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,Y,Never,183.0,67.0,1,-2,0,14.0,15.0,13.0,0,-2,0,11.0,12.0,10.0
oR9904kl,M,1937-06-27,85,underweight,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Never,195.0,60.8,1,-3,-1,35.0,36.0,34.0,0,-2,0,30.0,31.0,29.0
oS8280tK,M,1940-03-02,82,healthy,"Dublin, Ireland",Dublin,Ireland,Y,Y,Never,174.0,60.6,1,-3,0,0.0,1.0,-1.0,1,-2,0,-3.0,-2.0,-4.0
qE6029zJ,M,1943-06-26,79,healthy,"Durban, South Africa",Durban,South Africa,Y,Y,Never,182.0,69.6,1,-2,0,8.0,11.0,10.0,1,-2,0,6.0,9.0,8.0
Bm7324OH,M,1938-10-03,83,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,Y,Y,Never,174.0,60.6,1,-3,0,20.0,24.0,22.0,1,-2,0,17.0,21.0,19.0
lp4799ht,M,1945-02-04,77,healthy,"Pretoria, South Africa",Pretoria,South Africa,N,Y,Never,177.0,72.1,1,-2,0,26.0,30.0,28.0,0,-2,0,23.0,27.0,25.0
Ze2483xd,M,1937-09-15,84,healthy,"Hanoi, Vietnam",Hanoi,Vietnam,N,Y,Never,174.0,57.5,1,-3,0,13.0,15.0,14.0,0,-2,0,9.0,11.0,10.0
ue7129XP,M,1936-01-24,86,healthy,"Jeddah, Saudi Arabia",Jeddah,Saudi Arabia,Y,Y,Never,183.0,67.0,1,-3,0,29.0,32.0,29.0,1,-2,0,26.0,29.0,26.0
ja5794wF,M,1939-04-13,83,healthy,"Yokohama, Japan",Yokohama,Japan,Y,Y,Never,184.0,74.5,1,-3,0,21.0,25.0,22.0,1,-2,0,18.0,22.0,19.0
RM0136bl,M,1943-01-05,79,healthy,"Tehran, Iran",Tehran,Iran,N,Y,Never,174.0,78.7,1,-2,0,7.0,11.0,9.0,0,-2,0,4.0,8.0,6.0
Nv4988Hk,M,1946-01-08,76,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,N,Y,Never,177.0,62.7,1,-2,0,19.0,21.0,20.0,0,-2,0,16.0,18.0,17.0
