user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,genscore,height_cm,weight_kg,agescore,bmiscore,sweatscore,coldhfscore,exercisescore,dob.1,height_cm.1,weight_kg.1
sz5115XW,M,1949-08-02,73,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,Y,Never,1,180.0,68.0,-2,0,0,-2,0,1949-08-02,180.0,68.0
wS2061GF,M,1952-11-19,69,healthy,"Taipei, Taiwan",Taipei,Taiwan,Y,Y,Never,1,185.0,65.0,-1,0,1,-2,0,1952-11-19,185.0,65.0
Mw5650FH,M,1952-03-20,70,underweight,"Aleppo, Syria",Aleppo,Syria,N,Y,Never,1,170.0,49.1,-2,-1,0,-2,0,1952-03-20,170.0,49.1
uj9142vf,M,1948-10-24,73,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,Y,Y,Never,1,184.0,77.9,-2,0,1,-2,0,1948-10-24,184.0,77.9
eC5553Wj,M,1955-02-08,67,healthy,"Aleppo, Syria",Aleppo,Syria,N,Y,Never,1,177.0,72.1,-1,0,0,-2,0,1955-02-08,177.0,72.1
HT3677Jl,M,1956-02-13,66,healthy,"Casablanca, Morocco",Casablanca,Morocco,N,Y,Never,1,184.0,71.1,-1,0,0,-2,0,1956-02-13,184.0,71.1
NR4078Ff,M,1954-07-27,68,healthy,"Hanoi, Vietnam",Hanoi,Vietnam,Y,Y,Never,1,179.0,64.1,-1,0,1,-2,0,1954-07-27,179.0,64.1
lV5978KA,M,1948-04-09,74,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,Never,1,179.0,105.7,-2,0,0,-2,0,1948-04-09,179.0,105.7
rg4191kw,M,1953-01-21,69,healthy,"San Francisco, United States",San Francisco,United States,Y,Y,Never,1,177.0,68.9,-1,0,1,-2,0,1953-01-21,177.0,68.9
xC5630Lk,M,1955-12-15,66,healthy,"Perth, Australia",Perth,Australia,N,Y,Never,1,171.0,67.3,-1,0,0,-2,0,1955-12-15,171.0,67.3
Qz1451gl,M,1949-09-08,72,healthy,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,N,Y,Never,1,172.0,65.1,-2,0,0,-2,0,1949-09-08,172.0,65.1
LO6906ml,M,1950-05-14,72,underweight,"Montevideo, Uruguay",Montevideo,Uruguay,Y,Y,Never,1,179.0,51.3,-2,-1,1,-2,0,1950-05-14,179.0,51.3
OQ7391El,M,1952-07-06,70,healthy,"Istanbul, Turkey",Istanbul,Turkey,Y,Y,Never,1,178.0,69.7,-2,0,1,-2,0,1952-07-06,178.0,69.7
lI4887PG,M,1949-01-16,73,healthy,"Algiers, Algeria",Algiers,Algeria,N,Y,Never,1,174.0,69.6,-2,0,0,-2,0,1949-01-16,174.0,69.6
qI0450Bg,M,1953-05-06,69,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,Y,N,Never,1,171.0,55.6,-1,0,1,0,0,1953-05-06,171.0,55.6
DP0282sz,M,1951-12-26,70,healthy,"Budapest, Hungary",Budapest,Hungary,N,N,Never,1,174.0,87.8,-2,0,0,0,0,1951-12-26,174.0,87.8
Jg4123WT,M,1951-02-22,71,healthy,"Istanbul, Turkey",Istanbul,Turkey,Y,Y,Never,1,180.0,84.2,-2,0,1,-2,0,1951-02-22,180.0,84.2
oq7425nt,M,1947-12-19,74,healthy,"Toronto, Canada",Toronto,Canada,N,Y,Never,1,182.0,62.9,-2,0,0,-2,0,1947-12-19,182.0,62.9
tS8131oy,M,1950-04-28,72,underweight,"Arequipa, Peru",Arequipa,Peru,Y,Y,Never,1,184.0,60.9,-2,-1,1,-2,0,1950-04-28,184.0,60.9
CA6070Dk,M,1951-09-07,70,underweight,"Yaounde, Cameroon",Yaounde,Cameroon,Y,Y,Never,1,176.0,52.7,-2,-1,1,-2,0,1951-09-07,176.0,52.7
pO1377Mr,M,1948-04-01,74,healthy,"Camayenne, Guinea",Camayenne,Guinea,Y,Y,Never,1,179.0,60.9,-2,0,1,-2,0,1948-04-01,179.0,60.9
XJ3321nw,M,1954-08-26,67,underweight,"Porto, Portugal",Porto,Portugal,N,Y,Never,1,182.0,59.6,-1,-1,0,-2,0,1954-08-26,182.0,59.6
TK4982ug,M,1948-11-15,73,healthy,"Medellin, Colombia",Medellin,Colombia,N,N,Never,1,178.0,66.5,-2,0,0,0,0,1948-11-15,178.0,66.5
FB0973LJ,M,1947-12-07,74,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,Y,Never,1,188.0,81.3,-2,0,0,-2,0,1947-12-07,188.0,81.3
Cm1557Ww,M,1951-08-10,71,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,Y,Never,1,176.0,74.3,-2,0,0,-2,0,1951-08-10,176.0,74.3
ox0195Iz,M,1950-07-31,72,healthy,"Accra, Ghana",Accra,Ghana,Y,N,Never,1,166.0,63.4,-2,0,1,0,0,1950-07-31,166.0,63.4
Xt3138pO,M,1952-11-22,69,healthy,"Karachi, Pakistan",Karachi,Pakistan,Y,Y,Never,1,180.0,77.8,-1,0,1,-2,0,1952-11-22,180.0,77.8
nB7850pq,M,1957-03-15,65,healthy,"Taipei, Taiwan",Taipei,Taiwan,Y,Y,Never,1,181.0,65.5,-1,0,1,-2,0,1957-03-15,181.0,65.5
mu6013nq,M,1949-09-03,72,healthy,"Potosi, Bolivia",Potosi,Bolivia,Y,Y,Never,1,185.0,85.6,-2,0,1,-2,0,1949-09-03,185.0,85.6
Do6151dQ,M,1955-10-23,66,healthy,"Nice, France",Nice,France,Y,Y,Never,1,177.0,65.8,-1,0,1,-2,0,1955-10-23,177.0,65.8
eC5520IQ,M,1955-12-26,66,healthy,"Lima, Peru",Lima,Peru,N,Y,Never,1,178.0,76.0,-1,0,0,-2,0,1955-12-26,178.0,76.0
of4556Yr,M,1949-06-02,73,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Never,1,176.0,58.9,-2,0,0,-2,0,1949-06-02,176.0,58.9
MY8680rf,M,1954-06-30,68,healthy,"Kolkata, India",Kolkata,India,N,Y,Never,1,183.0,80.4,-1,0,0,-2,0,1954-06-30,183.0,80.4
wx7453PC,M,1950-04-15,72,healthy,"Cusco, Peru",Cusco,Peru,Y,Y,Never,1,181.0,72.1,-2,0,1,-2,0,1950-04-15,181.0,72.1
fc6330mq,M,1950-07-07,72,healthy,"Madrid, Spain",Madrid,Spain,N,Y,Never,1,183.0,63.6,-2,0,0,-2,0,1950-07-07,183.0,63.6
gX6379oo,M,1950-10-12,71,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,N,Y,Never,1,175.0,88.8,-2,0,0,-2,0,1950-10-12,175.0,88.8
XC0271Wl,M,1948-12-21,73,healthy,"Venice, Italy",Venice,Italy,N,Y,Never,1,180.0,77.8,-2,0,0,-2,0,1948-12-21,180.0,77.8
lw3689sU,M,1953-05-20,69,healthy,"Camayenne, Guinea",Camayenne,Guinea,N,Y,Never,1,174.0,81.7,-1,0,0,-2,0,1953-05-20,174.0,81.7
bd0760fM,M,1952-07-27,70,healthy,"Khartoum, Sudan",Khartoum,Sudan,N,Y,Never,1,178.0,60.2,-2,0,0,-2,0,1952-07-27,178.0,60.2
Cn0808ys,M,1955-02-05,67,healthy,"Bangkok, Thailand",Bangkok,Thailand,N,Y,Never,1,181.0,72.1,-1,0,0,-2,0,1955-02-05,181.0,72.1
pZ3981Ey,M,1947-10-17,74,healthy,"Barcelona, Spain",Barcelona,Spain,Y,N,Never,1,179.0,73.7,-2,0,1,0,0,1947-10-17,179.0,73.7
vQ4071zw,M,1955-07-22,67,healthy,"Yokohama, Japan",Yokohama,Japan,Y,Y,Never,1,171.0,61.4,-1,0,1,-2,0,1955-07-22,171.0,61.4
Wx4002MS,M,1952-10-23,69,healthy,"Santiago, Chile",Santiago,Chile,Y,Y,Never,1,179.0,57.7,-1,0,1,-2,0,1952-10-23,179.0,57.7
tX1990GP,M,1949-04-01,73,healthy,"Nairobi, Kenya",Nairobi,Kenya,N,Y,Never,1,168.0,64.9,-2,0,0,-2,0,1949-04-01,168.0,64.9
Bc9158Vv,M,1953-06-15,69,healthy,"Milan, Italy",Milan,Italy,N,Y,Never,1,181.0,81.9,-1,0,0,-2,0,1953-06-15,181.0,81.9
EL8995gc,M,1955-12-22,66,healthy,"Barcelona, Spain",Barcelona,Spain,N,N,Never,1,187.0,76.9,-1,0,0,0,0,1955-12-22,187.0,76.9
kR1860tu,M,1947-12-12,74,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,Y,Never,1,171.0,87.7,-2,0,0,-2,0,1947-12-12,171.0,87.7
vH0943qX,M,1949-10-17,72,underweight,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,Y,Never,1,160.0,41.0,-2,-1,0,-2,0,1949-10-17,160.0,41.0
jm1162NA,M,1952-08-16,69,healthy,"Aleppo, Syria",Aleppo,Syria,N,Y,Never,1,170.0,69.4,-1,0,0,-2,0,1952-08-16,170.0,69.4
up5032pE,M,1954-02-03,68,healthy,"Manila, Philippines",Manila,Philippines,Y,Y,Never,1,182.0,79.5,-1,0,1,-2,0,1954-02-03,182.0,79.5
mS0980xW,M,1952-04-06,70,healthy,"Casablanca, Morocco",Casablanca,Morocco,Y,Y,Never,1,186.0,69.2,-2,0,1,-2,0,1952-04-06,186.0,69.2
AV5217oe,M,1948-12-23,73,healthy,"Tehran, Iran",Tehran,Iran,Y,Y,Never,1,179.0,67.3,-2,0,1,-2,0,1948-12-23,179.0,67.3
xl9263dY,M,1953-05-13,69,healthy,"El Calafate, Argentina",El Calafate,Argentina,N,Y,Never,1,183.0,97.1,-1,0,0,-2,0,1953-05-13,183.0,97.1
li1084yt,M,1937-01-21,85,healthy,"Santiago, Chile",Santiago,Chile,N,Y,Never,1,180.0,106.9,-3,0,0,-2,0,1937-01-21,180.0,106.9
lM4323FW,M,1939-08-25,82,healthy,"Kolkata, India",Kolkata,India,N,Y,Never,1,180.0,90.7,-3,0,0,-2,0,1939-08-25,180.0,90.7
zd2112Sq,M,1943-02-11,79,healthy,"Toronto, Canada",Toronto,Canada,Y,Y,Never,1,180.0,77.8,-2,0,1,-2,0,1943-02-11,180.0,77.8
uD8520uQ,M,1937-08-12,84,healthy,"Istanbul, Turkey",Istanbul,Turkey,N,Y,Never,1,184.0,67.7,-3,0,0,-2,0,1937-08-12,184.0,67.7
Mw8743NT,M,1940-10-05,81,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,N,Y,Never,1,180.0,97.2,-3,0,0,-2,0,1940-10-05,180.0,97.2
Kc6908Ed,M,1937-02-15,85,healthy,"Dublin, Ireland",Dublin,Ireland,N,Y,Never,1,185.0,99.3,-3,0,0,-2,0,1937-02-15,185.0,99.3
ZK4716LE,M,1941-01-21,81,healthy,"Canberra, Australia",Canberra,Australia,Y,Y,Never,1,171.0,58.5,-3,0,1,-2,0,1941-01-21,171.0,58.5
jC2837kZ,M,1935-12-03,86,healthy,"Quito, Ecuador",Quito,Ecuador,N,N,Never,1,187.0,90.9,-3,0,0,0,0,1935-12-03,187.0,90.9
Ku7498kV,M,1940-01-30,82,healthy,"Yokohama, Japan",Yokohama,Japan,N,Y,Never,1,166.0,74.4,-3,0,0,-2,0,1940-01-30,166.0,74.4
Sf9400gk,M,1944-08-23,77,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,N,Y,Never,1,178.0,72.9,-2,0,0,-2,0,1944-08-23,178.0,72.9
Du0960ZH,M,1947-04-08,75,healthy,"Lagos, Nigeria",Lagos,Nigeria,Y,Y,Never,1,174.0,90.8,-2,0,1,-2,0,1947-04-08,174.0,90.8
ul8029tV,M,1945-04-09,77,healthy,"Auckland, New Zealand",Auckland,New Zealand,N,Y,Never,1,183.0,67.0,-2,0,0,-2,0,1945-04-09,183.0,67.0
NO2901Aj,M,1945-07-06,77,healthy,"Cuenca, Ecuador",Cuenca,Ecuador,N,Y,Never,1,179.0,70.5,-2,0,0,-2,0,1945-07-06,179.0,70.5
rw0805Gw,M,1947-06-06,75,healthy,"Hong Kong, Hong Kong",Hong Kong,Hong Kong,N,Y,Never,1,178.0,88.7,-2,0,0,-2,0,1947-06-06,178.0,88.7
Hb0811gJ,M,1938-02-01,84,healthy,"Ahmedabad, India",Ahmedabad,India,N,Y,Never,1,179.0,92.9,-3,0,0,-2,0,1938-02-01,179.0,92.9
Lc4762fP,M,1935-03-10,87,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,N,Never,1,185.0,75.3,-3,0,0,0,0,1935-03-10,185.0,75.3
FW9592Mw,M,1935-11-25,86,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Never,1,169.0,60.0,-3,0,0,-2,0,1935-11-25,169.0,60.0
mR1332tY,M,1946-11-03,75,healthy,"Kyoto, Japan",Kyoto,Japan,Y,Y,Never,1,182.0,62.9,-2,0,1,-2,0,1946-11-03,182.0,62.9
YZ0150Nm,M,1945-06-07,77,healthy,"Kumasi, Ghana",Kumasi,Ghana,N,Y,Never,1,183.0,80.4,-2,0,0,-2,0,1945-06-07,183.0,80.4
ab4676Zd,M,1937-04-28,85,healthy,"Bamako, Mali",Bamako,Mali,Y,Y,Never,1,184.0,81.3,-3,0,1,-2,0,1937-04-28,184.0,81.3
gJ6985ol,M,1945-08-22,76,healthy,"Soweto, South Africa",Soweto,South Africa,N,Y,Never,1,181.0,98.3,-2,0,0,-2,0,1945-08-22,181.0,98.3
uF7677FG,M,1935-07-16,87,healthy,"Damascus, Syria",Damascus,Syria,N,Y,Never,1,178.0,79.2,-3,0,0,-2,0,1935-07-16,178.0,79.2
nH8555rZ,M,1940-11-23,81,healthy,"Accra, Ghana",Accra,Ghana,N,Y,Never,1,170.0,60.7,-3,0,0,-2,0,1940-11-23,170.0,60.7
Sv5831cF,M,1946-03-13,76,healthy,"Sucre, Bolivia",Sucre,Bolivia,N,Y,Never,1,187.0,66.4,-2,0,0,-2,0,1946-03-13,187.0,66.4
bT4856IN,M,1939-08-29,82,healthy,"Florence, Italy",Florence,Italy,N,Y,Never,1,183.0,67.0,-3,0,0,-2,0,1939-08-29,183.0,67.0
pT0439Fl,M,1941-12-20,80,underweight,"Orlando, United States",Orlando,United States,N,Y,Never,1,166.0,46.8,-3,-1,0,-2,0,1941-12-20,166.0,46.8
Fs0054Ab,M,1945-06-02,77,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,Y,Never,1,183.0,77.0,-2,0,0,-2,0,1945-06-02,183.0,77.0
om3402hu,M,1937-10-09,84,healthy,"Cusco, Peru",Cusco,Peru,Y,Y,Never,1,175.0,73.5,-3,0,1,-2,0,1937-10-09,175.0,73.5
vz0233WJ,M,1940-02-28,82,healthy,"Delhi, India",Delhi,India,N,Y,Never,1,164.0,59.2,-3,0,0,-2,0,1940-02-28,164.0,59.2
Lp3427dv,M,1938-05-04,84,healthy,"Athens, Greece",Athens,Greece,N,Y,Never,1,174.0,84.8,-3,0,0,-2,0,1938-05-04,174.0,84.8
Ve9028zQ,M,1940-06-25,82,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Never,1,177.0,59.5,-3,0,0,-2,0,1940-06-25,177.0,59.5
Vz1348Gb,M,1946-04-22,76,healthy,"San Francisco, United States",San Francisco,United States,N,Y,Never,1,180.0,68.0,-2,0,0,-2,0,1946-04-22,180.0,68.0
Jj0302Xk,M,1936-07-02,86,healthy,"Melbourne, Australia",Melbourne,Australia,N,Y,Never,1,176.0,89.8,-3,0,0,-2,0,1936-07-02,176.0,89.8
DX2458hZ,M,1938-03-19,84,healthy,"Chennai, India",Chennai,India,N,Y,Never,1,176.0,58.9,-3,0,0,-2,0,1938-03-19,176.0,58.9
ya8090OF,M,1941-08-05,81,healthy,"Auckland, New Zealand",Auckland,New Zealand,Y,Y,Never,1,178.0,66.5,-3,0,1,-2,0,1941-08-05,178.0,66.5
NJ5170SO,M,1937-07-17,85,underweight,"Rabat, Morocco",Rabat,Morocco,N,Y,Never,1,170.0,52.0,-3,-1,0,-2,0,1937-07-17,170.0,52.0
EU7028HW,M,1938-05-23,84,healthy,"Georgetown, Guyana",Georgetown,Guyana,N,Y,Never,1,183.0,77.0,-3,0,0,-2,0,1938-05-23,183.0,77.0
yt3885Uh,M,1940-08-12,81,healthy,"Chennai, India",Chennai,India,N,Y,Never,1,182.0,89.4,-3,0,0,-2,0,1940-08-12,182.0,89.4
ud5924Ip,M,1939-02-28,83,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,Y,Y,Never,1,184.0,77.9,-3,0,1,-2,0,1939-02-28,184.0,77.9
MY0286Wt,M,1937-06-12,85,healthy,"Kano, Nigeria",Kano,Nigeria,N,Y,Never,1,181.0,68.8,-3,0,0,-2,0,1937-06-12,181.0,68.8
Kn8235uR,M,1947-05-27,75,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,Y,Never,1,184.0,64.3,-2,0,0,-2,0,1947-05-27,184.0,64.3
Gp8233bR,M,1940-10-30,81,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,N,N,Never,1,166.0,52.4,-3,0,0,0,0,1940-10-30,166.0,52.4
LS1382Vb,M,1937-07-07,85,healthy,"Punta Arenas, Chile",Punta Arenas,Chile,Y,Y,Never,1,176.0,92.9,-3,0,1,-2,0,1937-07-07,176.0,92.9
oe8104YF,M,1945-03-09,77,healthy,"Antalya, Turkey",Antalya,Turkey,N,Y,Never,1,176.0,68.1,-2,0,0,-2,0,1945-03-09,176.0,68.1
IE5141Iy,M,1935-07-15,87,healthy,"Ushuaia, Argentina",Ushuaia,Argentina,N,N,Never,1,178.0,66.5,-3,0,0,0,0,1935-07-15,178.0,66.5
kO9543yL,M,1943-02-05,79,healthy,"Nice, France",Nice,France,N,Y,Never,1,177.0,72.1,-2,0,0,-2,0,1943-02-05,177.0,72.1
hP6749Hi,M,1944-05-21,78,healthy,"Kolkata, India",Kolkata,India,N,Y,Never,1,189.0,107.2,-2,0,0,-2,0,1944-05-21,189.0,107.2
oA2965ii,M,1939-10-20,82,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,N,Y,Never,1,181.0,78.6,-3,0,0,-2,0,1939-10-20,181.0,78.6
Rm4900Zn,M,1940-06-05,82,healthy,"Canberra, Australia",Canberra,Australia,N,Y,Never,1,184.0,64.3,-3,0,0,-2,0,1940-06-05,184.0,64.3
HE6609mJ,M,1939-11-15,82,healthy,"Santiago, Chile",Santiago,Chile,N,Y,Never,1,183.0,63.6,-3,0,0,-2,0,1939-11-15,183.0,63.6
Dk3398Pv,M,1945-02-19,77,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,Y,Never,1,184.0,98.2,-2,0,0,-2,0,1945-02-19,184.0,98.2
YP9298JA,M,1947-04-16,75,healthy,"Douala, Cameroon",Douala,Cameroon,N,Y,Never,1,184.0,71.1,-2,0,0,-2,0,1947-04-16,184.0,71.1
Yh8296yW,M,1937-09-26,84,healthy,"San Francisco, United States",San Francisco,United States,N,Y,Never,1,183.0,93.8,-3,0,0,-2,0,1937-09-26,183.0,93.8
ML2466dk,M,1942-11-09,79,healthy,"Shenzhen, China",Shenzhen,China,Y,Y,Never,1,187.0,76.9,-2,0,1,-2,0,1942-11-09,187.0,76.9
nL7228nP,M,1944-07-08,78,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,Never,1,183.0,70.3,-2,0,0,-2,0,1944-07-08,183.0,70.3
Dd4081hJ,M,1940-09-04,81,healthy,"El Calafate, Argentina",El Calafate,Argentina,N,Y,Never,1,185.0,82.1,-3,0,0,-2,0,1940-09-04,185.0,82.1
pF0204WF,M,1945-02-19,77,healthy,"Rhodes, Greece",Rhodes,Greece,N,Y,Never,1,170.0,86.7,-2,0,0,-2,0,1945-02-19,170.0,86.7
AV3329qJ,M,1937-05-04,85,healthy,"Istanbul, Turkey",Istanbul,Turkey,N,Y,Never,1,180.0,71.3,-3,0,0,-2,0,1937-05-04,180.0,71.3
Tk9980Lc,M,1947-07-31,75,healthy,"Giza, Egypt",Giza,Egypt,Y,Y,Never,1,180.0,64.8,-2,0,1,-2,0,1947-07-31,180.0,64.8
JX1134RY,M,1942-02-19,80,healthy,"Berlin, Germany",Berlin,Germany,N,Y,Never,1,172.0,59.2,-3,0,0,-2,0,1942-02-19,172.0,59.2
vW7023RJ,M,1935-05-19,87,healthy,"Yokohama, Japan",Yokohama,Japan,N,Y,Never,1,181.0,75.4,-3,0,0,-2,0,1935-05-19,181.0,75.4
bH9625Tq,M,1935-02-16,87,underweight,"London, United Kingdom",London,United Kingdom,Y,Y,Never,1,176.0,49.6,-3,-1,1,-2,0,1935-02-16,176.0,49.6
vr3692sR,M,1945-07-29,77,healthy,"Cusco, Peru",Cusco,Peru,N,Y,Never,1,180.0,81.0,-2,0,0,-2,0,1945-07-29,180.0,81.0
aR5346Me,M,1942-10-27,79,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,N,Y,Never,1,183.0,70.3,-2,0,0,-2,0,1942-10-27,183.0,70.3
Av9860Yp,M,1944-01-15,78,healthy,"Frankfurt, Germany",Frankfurt,Germany,N,Y,Never,1,185.0,78.7,-2,0,0,-2,0,1944-01-15,185.0,78.7
YN8627ne,M,1944-12-11,77,healthy,"Kinshasa, Republic of the Congo",Kinshasa,Republic of the Congo,N,Y,Never,1,174.0,66.6,-2,0,0,-2,0,1944-12-11,174.0,66.6
CV8122Pm,M,1944-08-09,78,healthy,"Darwin, Australia",Darwin,Australia,N,Y,Never,1,184.0,64.3,-2,0,0,-2,0,1944-08-09,184.0,64.3
db2734Ci,M,1941-02-11,81,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,Y,Y,Never,1,184.0,88.0,-3,0,1,-2,0,1941-02-11,184.0,88.0
Mc4414aM,M,1938-11-10,83,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,Y,Never,1,184.0,64.3,-3,0,0,-2,0,1938-11-10,184.0,64.3
JX3057aq,M,1942-10-30,79,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,Y,Y,Never,1,180.0,94.0,-2,0,1,-2,0,1942-10-30,180.0,94.0
ge0790jU,M,1946-09-22,75,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Never,1,181.0,85.2,-2,0,0,-2,0,1946-09-22,181.0,85.2
th8016uf,M,1943-02-25,79,healthy,"Shenzhen, China",Shenzhen,China,N,N,Never,1,180.0,61.6,-2,0,0,0,0,1943-02-25,180.0,61.6
Ri2843Ab,M,1938-03-19,84,healthy,"Lahore, Pakistan",Lahore,Pakistan,N,Y,Never,1,181.0,68.8,-3,0,0,-2,0,1938-03-19,181.0,68.8
YN1607Wt,M,1946-12-14,75,healthy,"Buenos Aires, Argentina",Buenos Aires,Argentina,N,Y,Never,1,181.0,85.2,-2,0,0,-2,0,1946-12-14,181.0,85.2
jx8687fk,M,1937-09-10,84,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,Y,Never,1,185.0,71.9,-3,0,0,-2,0,1937-09-10,185.0,71.9
om8559Ug,M,1938-08-15,83,healthy,"Beijing, China",Beijing,China,Y,Y,Never,1,180.0,71.3,-3,0,1,-2,0,1938-08-15,180.0,71.3
pl8135GT,M,1936-11-20,85,healthy,"Tokyo, Japan",Tokyo,Japan,Y,Y,Never,1,180.0,94.0,-3,0,1,-2,0,1936-11-20,180.0,94.0
yg0749Ym,M,1944-12-17,77,underweight,"Cancun, Mexico",Cancun,Mexico,N,Y,Never,1,184.0,60.9,-2,-1,0,-2,0,1944-12-17,184.0,60.9
nH1027jT,M,1935-10-23,86,healthy,"Rabat, Morocco",Rabat,Morocco,N,Y,Never,1,177.0,65.8,-3,0,0,-2,0,1935-10-23,177.0,65.8
IA7744RF,M,1935-03-18,87,healthy,"Las Vegas, United States",Las Vegas,United States,Y,Y,Never,1,178.0,66.5,-3,0,1,-2,0,1935-03-18,178.0,66.5
zo1312lb,M,1945-11-30,76,healthy,"San Francisco, United States",San Francisco,United States,N,Y,Never,1,186.0,72.7,-2,0,0,-2,0,1945-11-30,186.0,72.7
eQ2253qK,M,1938-01-16,84,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,N,Y,Never,1,179.0,70.5,-3,0,0,-2,0,1938-01-16,179.0,70.5
WG4478Ro,M,1944-09-26,77,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,Y,Never,1,181.0,78.6,-2,0,0,-2,0,1944-09-26,181.0,78.6
PY8536TP,M,1939-07-13,83,healthy,"Cairo, Egypt",Cairo,Egypt,N,Y,Never,1,176.0,74.3,-3,0,0,-2,0,1939-07-13,176.0,74.3
yf6178YA,M,1939-03-17,83,healthy,"Camayenne, Guinea",Camayenne,Guinea,N,Y,Never,1,182.0,79.5,-3,0,0,-2,0,1939-03-17,182.0,79.5
KK2036sr,M,1939-08-30,82,healthy,"Tokyo, Japan",Tokyo,Japan,N,Y,Never,1,166.0,66.1,-3,0,0,-2,0,1939-08-30,166.0,66.1
cK3621nU,M,1944-04-10,78,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,Y,Never,1,178.0,72.9,-2,0,0,-2,0,1944-04-10,178.0,72.9
WM6902lc,M,1947-07-27,75,healthy,"Alexandria, Egypt",Alexandria,Egypt,N,Y,Never,1,184.0,77.9,-2,0,0,-2,0,1947-07-27,184.0,77.9
PR9780My,M,1936-12-31,85,healthy,"Nice, France",Nice,France,N,Y,Never,1,182.0,79.5,-3,0,0,-2,0,1936-12-31,182.0,79.5
YX1945ZT,M,1943-10-09,78,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,N,Y,Never,1,180.0,110.2,-2,0,0,-2,0,1943-10-09,180.0,110.2
lX8181ZS,M,1945-05-01,77,healthy,"Frankfurt, Germany",Frankfurt,Germany,Y,Y,Never,1,180.0,84.2,-2,0,1,-2,0,1945-05-01,180.0,84.2
AJ6082eK,M,1945-03-04,77,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,Y,Y,Never,1,179.0,96.1,-2,0,1,-2,0,1945-03-04,179.0,96.1
KK6632iE,M,1947-03-07,75,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,Y,Never,1,184.0,98.2,-2,0,0,-2,0,1947-03-07,184.0,98.2
UQ4916gC,M,1937-07-27,85,healthy,"Mumbai, India",Mumbai,India,N,Y,Never,1,177.0,94.0,-3,0,0,-2,0,1937-07-27,177.0,94.0
kL8348yd,M,1945-09-18,76,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,N,Y,Never,1,168.0,56.4,-2,0,0,-2,0,1945-09-18,168.0,56.4
aA9638jc,M,1936-12-10,85,healthy,"Dhaka, Bangladesh",Dhaka,Bangladesh,N,N,Never,1,175.0,88.8,-3,0,0,0,0,1936-12-10,175.0,88.8
Tz5479dW,M,1940-01-02,82,healthy,"Barcelona, Spain",Barcelona,Spain,N,Y,Never,1,181.0,75.4,-3,0,0,-2,0,1940-01-02,181.0,75.4
xY7979nX,M,1939-07-22,83,healthy,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,N,Y,Never,1,181.0,75.4,-3,0,0,-2,0,1939-07-22,181.0,75.4
tz9267iT,M,1946-06-18,76,healthy,"Sydney, Australia",Sydney,Australia,N,Y,Never,1,180.0,74.5,-2,0,0,-2,0,1946-06-18,180.0,74.5
AE6397rJ,M,1946-07-08,76,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,N,Y,Never,1,184.0,74.5,-2,0,0,-2,0,1946-07-08,184.0,74.5
sb0332tg,M,1938-02-18,84,healthy,"Tokyo, Japan",Tokyo,Japan,N,Y,Never,1,179.0,64.1,-3,0,0,-2,0,1938-02-18,179.0,64.1
